;eco;name;pgn
311;B13;Caro-Kann Defense: Exchange Variation, Bulla Attack;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. g4
312;B13;Caro-Kann Defense: Exchange Variation, Rubinstein Variation;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. c3 Nf6 6. Bf4
313;B13;Caro-Kann Defense: Panov Attack;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4
314;B13;Caro-Kann Defense: Panov Attack;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3
315;B13;Caro-Kann Defense: Panov Attack, Gunderam Attack;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. c5
316;B13;Caro-Kann Defense: Panov Attack, Modern Defense;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6
317;B13;Caro-Kann Defense: Panov Attack, Modern Defense, Carlsbad Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 e6
318;B13;Caro-Kann Defense: Panov Attack, Modern Defense, Czerniak Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qa5
319;B13;Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Nf3 Bg4
320;B13;Caro-Kann Defense: Panov Attack, Modern Defense, Reifir-Spielmann Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qb6
321;B13;Caro-Kann Defense: Panov-Botvinnik, Herzog Defense;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 dxc4 7. d5 Na5
322;B14;Caro-Kann Defense: Panov Attack;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6
323;B14;Caro-Kann Defense: Panov Attack, Fianchetto Defense;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 g6
324;B14;Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 g6 6. cxd5 Bg7
325;B14;Caro-Kann Defense: Panov Attack, Main Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4
326;B15;Caro-Kann Defense;1. e4 c6 2. d4 d5 3. Nc3
327;B15;Caro-Kann Defense: Alekhine Gambit;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Bd3
328;B15;Caro-Kann Defense: Campomanes Attack;1. e4 c6 2. d4 d5 3. Nc3 Nf6
329;B15;Caro-Kann Defense: Finnish Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 h6
330;B15;Caro-Kann Defense: Forgacs Variation;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4
331;B15;Caro-Kann Defense: Gurgenidze Counterattack;1. e4 c6 2. d4 d5 3. Nc3 b5
332;B15;Caro-Kann Defense: Gurgenidze System;1. e4 c6 2. d4 d5 3. Nc3 g6
333;B15;Caro-Kann Defense: Main Line;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4
334;B15;Caro-Kann Defense: Rasa-Studier Gambit;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. f3
335;B15;Caro-Kann Defense: Tartakower Variation;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6
336;B15;Caro-Kann Defense: von Hennig Gambit;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Bc4
337;B16;Caro-Kann Defense: Bronstein-Larsen Variation;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ gxf6
338;B17;Caro-Kann Defense: Karpov Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7
339;B17;Caro-Kann Defense: Karpov Variation, Modern Main Line;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5 Ngf6 6. Bd3 e6 7. N1f3 Bd6 8. Qe2 h6 9. Ne4 Nxe4 10. Qxe4
340;B17;Caro-Kann Defense: Karpov Variation, Modern Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5
341;B17;Caro-Kann Defense: Karpov Variation, Modern Variation, Ivanchuk Defense;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5 Ndf6
342;B17;Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Ng3
343;B17;Caro-Kann Defense: Karpov Variation, Smyslov Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Ng5 e6 7. Qe2 Nb6
344;B17;Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Ng5 e6 7. Qe2 Nb6 8. Bb3
345;B17;Caro-Kann Defense: Karpov Variation, Tiviakov-Fischer Attack;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Nxf6+ Nxf6
346;B18;Caro-Kann Defense: Classical Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5
347;B18;Caro-Kann Defense: Classical Variation, Flohr Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Nh3
348;B18;Caro-Kann Defense: Classical Variation, Main Line;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4
349;B18;Caro-Kann Defense: Classical Variation, Maróczy Attack;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. f4
350;B19;Caro-Kann Defense: Classical Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7
351;B19;Caro-Kann Defense: Classical Variation, Lobron System;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 e6 11. Bd2 Ngf6 12. O-O-O Be7
352;B19;Caro-Kann Defense: Classical Variation, Seirawan Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 Ngf6 11. Bd2 e6 12. O-O-O Bd6
353;B19;Caro-Kann Defense: Classical Variation, Spassky Variation;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5
354;B20;Caro-Kann Defense: Euwe Attack, Prins Gambit;1. e4 c5 2. b3 d5 3. Bb2
355;B20;Sicilian Defense;1. e4 c5
356;B20;Sicilian Defense: Amazon Attack;1. e4 c5 2. Qg4
357;B20;Sicilian Defense: Big Clamp Formation;1. e4 c5 2. d3 Nc6 3. c3 d6 4. f4
358;B20;Sicilian Defense: Bowdler Attack;1. e4 c5 2. Bc4
359;B20;Sicilian Defense: Brick Variation;1. e4 c5 2. Nh3
360;B20;Sicilian Defense: Gloria Variation;1. e4 c5 2. c4 d6 3. Nc3 Nc6 4. g3 h5
361;B20;Sicilian Defense: Grob Variation;1. e4 c5 2. g4
362;B20;Sicilian Defense: Keres Variation;1. e4 c5 2. Ne2
363;B20;Sicilian Defense: King David's Opening;1. e4 c5 2. Ke2
364;B20;Sicilian Defense: Kronberger Variation;1. e4 c5 2. Na3
365;B20;Sicilian Defense: Kronberger Variation, Nemeth Gambit;1. e4 c5 2. Na3 Nc6 3. d4 cxd4 4. Bc4
366;B20;Sicilian Defense: Lasker-Dunne Attack;1. e4 c5 2. g3
367;B20;Sicilian Defense: Mengarini Variation;1. e4 c5 2. a3
368;B20;Sicilian Defense: Myers Attack;1. e4 c5 2. a4
369;B20;Sicilian Defense: Myers Attack;1. e4 c5 2. h4
370;B20;Sicilian Defense: Snyder Variation;1. e4 c5 2. b3
371;B20;Sicilian Defense: Snyder Variation, Queen Fianchetto Variation;1. e4 c5 2. b3 b6
372;B20;Sicilian Defense: Staunton-Cochrane Variation;1. e4 c5 2. c4
373;B20;Sicilian Defense: Wing Gambit;1. e4 c5 2. b4
374;B20;Sicilian Defense: Wing Gambit, Abrahams Variation;1. e4 c5 2. b4 cxb4 3. Bb2
375;B20;Sicilian Defense: Wing Gambit, Carlsbad Variation;1. e4 c5 2. b4 cxb4 3. a3 bxa3
376;B20;Sicilian Defense: Wing Gambit, Marienbad Variation;1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Bb2
377;B20;Sicilian Defense: Wing Gambit, Marshall Variation;1. e4 c5 2. b4 cxb4 3. a3
378;B20;Sicilian Defense: Wing Gambit, Nanu Gambit;1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Nf3 e5 6. c4 Qe6 7. Bd3
379;B20;Sicilian Defense: Wing Gambit, Romanian Defense;1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Nf3 e5 6. Bb2 Nc6 7. c4 Qe6
380;B20;Sicilian Defense: Wing Gambit, Santasiere Variation;1. e4 c5 2. b4 cxb4 3. c4
381;B21;Bird Opening: Dutch Variation, Batavo Gambit;1. e4 c5 2. f4 d5 3. Nf3 dxe4
382;B21;Sicilian Defense: Coles Sicilian Gambit;1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qd1 Nf6 5. Bc4
383;B21;Sicilian Defense: Halasz Gambit;1. e4 c5 2. d4 cxd4 3. f4
384;B21;Sicilian Defense: McDonnell Attack;1. e4 c5 2. f4
385;B21;Sicilian Defense: McDonnell Attack, Tal Gambit;1. e4 c5 2. f4 d5 3. exd5 Nf6
386;B21;Sicilian Defense: Morphy Gambit;1. d4 c5 2. e4 cxd4 3. Nf3
387;B21;Sicilian Defense: Morphy Gambit, Andreaschek Gambit;1. d4 c5 2. e4 cxd4 3. Nf3 e5 4. c3
388;B21;Sicilian Defense: Smith-Morra Gambit;1. e4 c5 2. d4
389;B21;Sicilian Defense: Smith-Morra Gambit;1. e4 c5 2. d4 cxd4 3. c3
390;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Chicago Defense;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 d6 5. Nf3 e6 6. Bc4 Nf6 7. O-O a6
391;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 d6 6. Bc4 a6 7. O-O Nf6
392;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 g6
393;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Nf3 a6
394;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Larsen Defense;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Qc7 7. Qe2 a6 8. O-O Bd6
395;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Bc5
396;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense Deferred;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 a6 7. O-O b5 8. Bb3 Bc5
397;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 a6
398;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Bb4
399;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 d6 6. Bc4 e6
400;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Sozin Formation;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Bc4 e6 6. Nf3 d6 7. O-O a6 8. Qe2 b5
401;B21;Sicilian Defense: Smith-Morra Gambit Accepted, Taimanov Formation;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Bc4 a6 6. Nf3 Ne7
402;B21;Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation;1. e4 c5 2. d4 cxd4 3. c3 Nf6
403;B21;Sicilian Defense: Smith-Morra Gambit Declined, Dubois Variation;1. e4 c5 2. d4 cxd4 3. c3 d3 4. c4
404;B21;Sicilian Defense: Smith-Morra Gambit Declined, Push Variation;1. e4 c5 2. d4 cxd4 3. c3 d3
405;B21;Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation;1. e4 c5 2. d4 cxd4 3. c3 d5
406;B21;Sicilian Defense: Smith-Morra Gambit Declined, Wing Formation;1. e4 c5 2. d4 cxd4 3. c3 Qa5
407;B21;Sicilian Defense: Smith-Morra Gambit, Chicago Defense;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Bc4 e6 6. Nf3 d6 7. O-O a6 8. Qe2 b5 9. Bb3 Ra7
408;B21;Sicilian Defense: Smith-Morra Gambit, Danish Variation;1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nf3
409;B22;Sicilian Defense: Alapin Variation;1. e4 c5 2. c3
410;B22;Sicilian Defense: Alapin Variation, Barmen Defense;1. e4 c5 2. c3 d5 3. exd5 Qxd5
411;B22;Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange;1. e4 c5 2. c3 d5 3. exd5 Qxd5 4. d4 cxd4 5. cxd4 Nc6 6. Nf3 Bg4
412;B22;Sicilian Defense: Alapin Variation, Barmen Defense, Endgame Variation;1. e4 c5 2. c3 d5 3. exd5 Qxd5 4. d4 cxd4 5. cxd4 Nc6 6. Nf3 Bg4 7. Nc3 Bxf3 8. gxf3 Qxd4 9. Qxd4 Nxd4
413;B22;Sicilian Defense: Alapin Variation, Barmen Defense, Milner-Barry Attack;1. e4 c5 2. c3 d5 3. exd5 Qxd5 4. d4 Nc6 5. Nf3 cxd4 6. cxd4 e5 7. Nc3 Bb4 8. Be2
414;B22;Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line;1. e4 c5 2. c3 d5 3. exd5 Qxd5 4. d4 Nf6 5. Nf3 Bg4
415;B22;Sicilian Defense: Alapin Variation, Smith-Morra Declined;1. e4 c5 2. c3 Nf6 3. e5 Nd5 4. d4 cxd4
416;B22;Sicilian Defense: Alapin Variation, Stoltz Attack;1. e4 c5 2. c3 Nf6 3. e5 Nd5 4. Nf3 Nc6 5. Bc4 Nb6 6. Bb3
417;B22;Sicilian Defense: Alapin Variation, Stoltz Attack, Ivanchuk Line;1. e4 c5 2. c3 Nf6 3. e5 Nd5 4. Nf3 Nc6 5. Bc4 Nb6 6. Bb3 c4 7. Bc2 Qc7 8. Qe2 g5
418;B22;Sicilian Defense: Heidenfeld Variation;1. e4 c5 2. c3 Nf6 3. e5 Nd5 4. Nf3 Nc6 5. Na3
419;B22;Sicilian Defense: Smith-Morra Gambit Declined, Center Formation;1. e4 c5 2. c3 e5 3. d4 cxd4
420;B23;Sicilian Defense: Closed;1. e4 c5 2. Nc3
421;B23;Sicilian Defense: Closed;1. e4 c5 2. Nc3 e6
422;B23;Sicilian Defense: Closed;1. e4 c5 2. Nc3 e6 3. g3
423;B23;Sicilian Defense: Closed, Chameleon Variation;1. e4 c5 2. Nc3 Nc6 3. Nge2
424;B23;Sicilian Defense: Closed, Grob Attack;1. e4 c5 2. Nc3 Nc6 3. g4
425;B23;Sicilian Defense: Closed, Korchnoi Defense;1. e4 c5 2. Nc3 e6 3. g3 d5
426;B23;Sicilian Defense: Closed, Traditional;1. e4 c5 2. Nc3 Nc6
427;B23;Sicilian Defense: Grand Prix Attack;1. e4 c5 2. Nc3 Nc6 3. f4
428;B23;Sicilian Defense: Grand Prix Attack, Schofman Variation;1. e4 c5 2. Nc3 Nc6 3. f4 g6 4. Nf3 Bg7 5. Bc4 e6 6. f5
429;B24;Sicilian Defense: Closed;1. e4 c5 2. Nc3 Nc6 3. g3 g6
430;B24;Sicilian Defense: Closed;1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7
431;B24;Sicilian Defense: Closed, Fianchetto Variation;1. e4 c5 2. Nc3 Nc6 3. g3
432;B24;Sicilian Defense: Closed, Smyslov Variation;1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 e6 6. Be3 Nd4 7. Nce2
433;B25;Sicilian Defense: Closed;1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6
434;B25;Sicilian Defense: Closed;1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. f4
435;B25;Sicilian Defense: Closed, Botvinnik Defense;1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. f4 e5
436;B25;Sicilian Defense: Closed, Botvinnik Defense;1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. Nge2 e5
437;B25;Sicilian Defense: Closed, Botvinnik Defense, Edge Variation;1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. f4 e5 7. Nh3 Nge7
438;B26;Sicilian Defense: Closed;1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. Be3
439;B27;Modern Defense: Pterodactyl Variation;1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5
440;B27;Pterodactyl Defense: Sicilian, Anhanguera;1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5 5. Be3
441;B27;Pterodactyl Defense: Sicilian, Benoni Gambit;1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5 5. d5
442;B27;Pterodactyl Defense: Sicilian, Pteranodon;1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. dxc5 Qa5+ 5. Nc3 Bxc3+ 6. bxc3
443;B27;Pterodactyl Defense: Sicilian, Rhamphorhynchus;1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. dxc5 Qa5+ 5. Nc3
444;B27;Pterodactyl Defense: Sicilian, Unpin;1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5 5. Bd2
445;B27;Pterodactyl Defense: Western, Pterodactyl;1. e4 c5 2. Nf3 g6 3. c3 Bg7 4. d4 Qa5
446;B27;Pterodactyl Defense: Western, Rhamphorhynchus;1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. dxc5 Qa5+
447;B27;Sicilian Defense;1. e4 c5 2. Nf3
448;B27;Sicilian Defense: Acton Extension;1. e4 c5 2. Nf3 g6 3. c4 Bh6
449;B27;Sicilian Defense: Brussels Gambit;1. e4 c5 2. Nf3 f5
450;B27;Sicilian Defense: Bücker Variation;1. e4 c5 2. Nf3 h6
451;B27;Sicilian Defense: Double-Dutch Gambit;1. e4 c5 2. Nf3 f5 3. exf5 Nh6
452;B27;Sicilian Defense: Frederico Variation;1. e4 c5 2. Nf3 g6 3. d4 f5
453;B27;Sicilian Defense: Hyperaccelerated Dragon;1. e4 c5 2. Nf3 g6
454;B27;Sicilian Defense: Hyperaccelerated Fianchetto;1. e4 c5 2. Nf3 g6 3. d4
455;B27;Sicilian Defense: Hyperaccelerated Pterodactyl;1. e4 c5 2. Nf3 g6 3. d4 Bg7
456;B27;Sicilian Defense: Hyperaccelerated Pterodactyl, Exchange Variation;1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. dxc5 Qa5+ 5. Nc3 Bxc3+ 6. bxc3 Qxc3+
457;B27;Sicilian Defense: Jalalabad Variation;1. e4 c5 2. Nf3 e5
458;B27;Sicilian Defense: Katalimov Variation;1. e4 c5 2. Nf3 b6
459;B27;Sicilian Defense: Mongoose Variation;1. e4 c5 2. Nf3 Qa5
460;B27;Sicilian Defense: Polish Gambit;1. e4 c5 2. Nf3 b5
461;B27;Sicilian Defense: Quinteros Variation;1. e4 c5 2. Nf3 Qc7
462;B28;Sicilian Defense: O'Kelly Variation;1. e4 c5 2. Nf3 a6
463;B28;Sicilian Defense: O'Kelly Variation, Aronin System;1. e4 c5 2. Nf3 a6 3. Be2
464;B28;Sicilian Defense: O'Kelly Variation, Kieseritzky System;1. e4 c5 2. Nf3 a6 3. b3
465;B28;Sicilian Defense: O'Kelly Variation, Maróczy Bind;1. e4 c5 2. Nf3 a6 3. c4
466;B28;Sicilian Defense: O'Kelly Variation, Maróczy Bind, Paulsen Line;1. e4 c5 2. Nf3 a6 3. c4 e6
467;B28;Sicilian Defense: O'Kelly Variation, Maróczy Bind, Robatsch Line;1. e4 c5 2. Nf3 a6 3. c4 d6
468;B28;Sicilian Defense: O'Kelly Variation, Normal System;1. e4 c5 2. Nf3 a6 3. d4
469;B28;Sicilian Defense: O'Kelly Variation, Normal System, Cortlever Gambit;1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Bc4
470;B28;Sicilian Defense: O'Kelly Variation, Normal System, Smith-Morra Line;1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. c3
471;B28;Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line;1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Nxd4 e5
472;B28;Sicilian Defense: O'Kelly Variation, Normal System, Zagorovsky Line;1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Qxd4
473;B28;Sicilian Defense: O'Kelly Variation, Quiet System;1. e4 c5 2. Nf3 a6 3. d3
474;B28;Sicilian Defense: O'Kelly Variation, Réti System;1. e4 c5 2. Nf3 a6 3. g3
475;B28;Sicilian Defense: O'Kelly Variation, Venice System;1. e4 c5 2. Nf3 a6 3. c3
476;B28;Sicilian Defense: O'Kelly Variation, Venice System, Barcza Line;1. e4 c5 2. Nf3 a6 3. c3 Nf6
477;B28;Sicilian Defense: O'Kelly Variation, Venice System, Gambit Line;1. e4 c5 2. Nf3 a6 3. c3 d5 4. exd5 Nf6
478;B28;Sicilian Defense: O'Kelly Variation, Venice System, Ljubojevic Line;1. e4 c5 2. Nf3 a6 3. c3 b5
479;B28;Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line;1. e4 c5 2. Nf3 a6 3. c3 d6
480;B28;Sicilian Defense: O'Kelly Variation, Wing Gambit;1. e4 c5 2. Nf3 a6 3. b4
481;B28;Sicilian Defense: O'Kelly Variation, Yerevan System;1. e4 c5 2. Nf3 a6 3. Nc3
482;B29;Sicilian Defense: Nimzowitsch Variation;1. e4 c5 2. Nf3 Nf6
483;B29;Sicilian Defense: Nimzowitsch Variation, Advance Variation;1. e4 c5 2. Nf3 Nf6 3. e5
484;B29;Sicilian Defense: Nimzowitsch Variation, Closed Variation;1. e4 c5 2. Nf3 Nf6 3. Nc3
485;B29;Sicilian Defense: Nimzowitsch Variation, Exchange Variation;1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 Nxc3
486;B29;Sicilian Defense: Nimzowitsch Variation, Main Line;1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 e6 5. Nxd5 exd5 6. d4 Nc6
487;B30;Sicilian Defense: Closed, Anti-Sveshnikov Variation, Kharlov-Kramnik Line;1. e4 c5 2. Nf3 Nc6 3. Nc3 e5 4. Bc4 Be7 5. d3 d6 6. Nd2 Bg5
488;B30;Sicilian Defense: Nyezhmetdinov-Rossolimo Attack;1. e4 c5 2. Nf3 Nc6 3. Bb5
489;B30;Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit;1. e4 c5 2. Nf3 Nc6 3. Bb5 Na5 4. b4
490;B30;Sicilian Defense: Old Sicilian;1. e4 c5 2. Nf3 Nc6
491;B30;Sicilian Defense: Rossolimo Variation, Brooklyn Retreat Defense;1. e4 c5 2. Nf3 Nc6 3. Bb5 Nb8
492;B31;Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation;1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
493;B31;Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit;1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 e5 6. d4
494;B31;Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit;1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. d4
495;B31;Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack;1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. Qa4
496;B31;Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation;1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. Re1 e5 6. b4
497;B32;Sicilian Defense: Accelerated Dragon;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6
498;B32;Sicilian Defense: Flohr Variation;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qc7
499;B32;Sicilian Defense: Franco-Sicilian Variation;1. e4 c5 2. Nf3 Nc6 3. d4 e6
500;B32;Sicilian Defense: Godiva Variation;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qb6
501;B32;Sicilian Defense: Kalashnikov Variation;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 d6
502;B32;Sicilian Defense: Löwenthal Variation;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5
503;B32;Sicilian Defense: Nimzo-American Variation;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d5
504;B32;Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 a6 5. c4 e5
505;B32;Sicilian Defense: Open;1. e4 c5 2. Nf3 Nc6 3. d4
506;B32;Sicilian Defense: Open;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4
507;B32;Sicilian Defense: Open;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4
508;B33;Sicilian Defense: Four Knights Variation, Cobra Variation;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e6 6. Ndb5 Bc5
